*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   1        : N0 P0                     MZCER045 GHWA0401    1              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  1   : N0 P0                     MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 221   304    52  118.0    0.0  118.0   0.00   2.08  128.5   69.9   48.1    2.1   2.08   0.93    0.00    1.04
 2004 222   305    53  118.2    0.0  118.2   0.00   2.03  128.8   69.2   49.0    2.0   2.03   0.93    0.00    1.09
 2004 223   306    54  118.3    0.0  118.3   0.00   1.99  129.0   68.8   49.6    2.0   1.99   0.92    0.00    1.14
 2004 224   307    55  118.4    0.0  118.4   0.00   1.95  129.1   68.5   49.9    2.0   1.95   0.92    0.00    1.20
 2004 225   308    56  118.4    0.0  118.4   0.00   1.93  129.2   68.8   49.6    1.9   1.93   0.89    0.00    1.25
 2004 226   309    57  118.8    0.0  118.8   0.00   1.89  129.6   66.7   52.1    1.9   1.89   0.89    0.00    1.30
 2004 227   310    58  118.8    0.0  118.8   0.00   1.87  129.6   65.5   53.3    1.9   1.87   0.88    0.00    1.30
 2004 228   311    59  118.8    0.0  118.8   0.00   1.84  129.6   63.6   55.2    1.8   1.84   0.88    0.00    1.30
 2004 229   312    60  118.8    0.0  118.8   0.00   1.82  129.6   62.1   56.6    1.8   1.82   0.87    0.00    1.30
 2004 230   313    61  118.8    0.0  118.8   0.00   1.81  129.6   61.1   57.7    1.8   1.81   0.87    0.00    1.30
 2004 231   314    62  118.8    0.0  118.8   0.00   1.81  129.6   59.9   58.8    1.8   1.81   0.86    0.00    1.30
 2004 232   315    63  118.8    0.0  118.8   0.00   1.79  129.6   58.6   60.2    1.8   1.79   0.85    0.00    1.30
 2004 233   316    64  118.8    0.0  118.8   0.00   1.79  129.6   57.5   61.2    1.8   1.79   0.85    0.00    1.36
 2004 234   317    65  118.8    0.0  118.8   0.00   1.80  129.7   56.6   62.2    1.8   1.80   0.85    0.00    1.41
 2004 235   318    66  119.0    0.0  119.0   0.00   1.80  130.1   55.8   63.2    1.8   1.80   0.86    0.00    1.46
 2004 236   319    67  119.0    2.4  116.6   1.70   1.77  130.1   54.7   61.9    1.8   1.77   0.85    0.00    1.52
 2004 237   320    68  119.0    4.7  114.3   1.70   1.73  130.1   53.6   60.7    1.7   1.73   0.82    0.00    1.52
 2004 238   321    69  119.0    7.1  111.9   1.71   1.70  130.1   52.4   59.4    1.7   1.70   0.78    0.00    1.52
 2004 239   322    70  119.0    9.5  109.5   1.71   1.66  130.1   51.3   58.2    1.7   1.66   0.76    0.00    1.52
 2004 240   323    71  119.0   11.9  107.1   1.72   1.62  130.1   50.2   56.9    1.6   1.62   0.73    0.00    1.52
 2004 241   324    72  119.0   14.2  104.7   1.72   1.59  130.1   49.1   55.6    1.6   1.59   0.72    0.00    1.52
 2004 242   325    73  118.9   16.6  102.3   1.72   1.55  130.1   47.9   54.3    1.6   1.55   0.69    0.00    1.57
 2004 243   326    74  118.9   19.0   99.8   1.72   1.51  130.2   46.8   53.0    1.5   1.51   0.66    0.00    1.62
 2004 244   327    75  119.0   21.4   97.5   1.72   1.48  130.4   45.7   51.8    1.5   1.48   0.66    0.00    1.68
 2004 245   328    76  118.9   23.8   95.1   1.72   1.44  130.4   44.6   50.5    1.4   1.44   0.64    0.00    1.73
 2004 246   329    77  118.9   26.1   92.8   1.72   1.41  130.6   43.5   49.3    1.4   1.41   0.65    0.00    1.79
 2004 247   330    78  118.9   28.4   90.5   1.71   1.37  130.6   42.4   48.1    1.4   1.37   0.62    0.00    1.84
 2004 248   331    79  118.9   30.7   88.1   1.71   1.34  130.6   41.3   46.8    1.3   1.34   0.61    0.00    1.90
 2004 249   332    80  118.9   33.0   85.8   1.71   1.30  130.6   40.2   45.6    1.3   1.30   0.59    0.00    1.90
 2004 250   333    81  118.9   35.3   83.5   1.70   1.27  130.6   39.1   44.4    1.3   1.27   0.58    0.00    1.90
 2004 251   334    82  118.8   37.6   81.2   1.70   1.23  130.6   38.1   43.1    1.2   1.23   0.57    0.00    1.95
 2004 252   335    83  118.8   39.9   78.9   1.70   1.20  130.7   37.0   41.9    1.2   1.20   0.55    0.00    2.01
 2004 253   336    84  118.8   42.1   76.6   1.69   1.16  130.7   35.9   40.7    1.2   1.16   0.55    0.00    2.06
 2004 254   337    85  118.8   44.4   74.4   1.69   1.13  130.8   34.9   39.5    1.1   1.13   0.55    0.00    2.12
 2004 255   338    86  118.8   46.6   72.3   1.68   1.10  131.0   33.9   38.4    1.1   1.10   0.55    0.00    2.17
 2004 256   339    87  118.8   48.7   70.2   1.68   1.06  131.2   32.9   37.3    1.1   1.06   0.55    0.00    2.23
 2004 257   340    88  118.9   50.8   68.1   1.67   1.03  131.4   31.9   36.2    1.0   1.03   0.54    0.00    2.28
 2004 258   341    89  118.9   52.9   66.0   1.66   1.00  131.5   30.9   35.1    1.0   1.00   0.53    0.00    2.34
 2004 259   342    90  118.9   55.0   63.9   1.66   0.97  131.5   29.9   33.9    1.0   0.97   0.53    0.00    2.40
 2004 260   343    91  118.9   57.0   61.9   1.65   0.94  131.5   29.0   32.9    0.9   0.94   0.53    0.00    2.40
 2004 261   344    92  118.9   59.0   59.9   1.64   0.91  131.5   28.1   31.8    0.9   0.91   0.52    0.00    2.40
 2004 262   345    93  118.9   60.6   58.2   1.63   0.88  131.5   27.3   30.9    0.9   0.88   0.51    0.00    2.40
 2004 263   346    94  118.9   62.4   56.4   1.63   0.86  131.5   26.4   30.0    0.9   0.86   0.50    0.00    2.40
 2004 264   347    95  118.8   64.3   54.5   1.62   0.83  131.5   25.6   29.0    0.8   0.83   0.50    0.00    2.45
 2004 265   348    96  118.8   66.1   52.7   1.61   0.80  131.6   24.7   28.0    0.8   0.80   0.50    0.00    2.51
 2004 266   349    97  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 267   350    98  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 268   351    99  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 269   352   100  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 270   353   101  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 271   354   102  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 272   355   103  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 273   356   104  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 274   357   105  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 275   358   106  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 276   359   107  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 277   360   108  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 278   361   109  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 279   362   110  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 280   363   111  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 281   364   112  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 282   365   113  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 283   366   114  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 284   367   115  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 285   368   116  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 286   369   117  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 287   370   118  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 288   371   119  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 289   372   120  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 290   373   121  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 291   374   122  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 292   375   123  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 293   376   124  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
 2004 294   377   125  118.8   67.9   50.9   1.60   0.77  131.6   23.8   27.0    0.8   0.77   0.50    0.00    2.57
